source_row_id,cxc_id,cod_apli_prod,descri_cod_apli_prod,num_cta,cod_trn,descri_cod_trn,creation_date,last_payment_date,reference_date,vlr_original,vlr_pagado,vlr_pendiente_pago,age_days,days_since_last_payment,days_creation_to_last_payment,recovery_rate,pending_rate,payment_status,is_fully_paid,is_partially_paid,is_unpaid,is_amount_consistent,has_payment_date_without_paid_amount,age_bucket
8974,CXC_008974,S,AHORRO,52616572412,834,CARGO FISCAL TRANSACCIONAL,2024-11-10,2025-01-22,2025-10-24,3102.41,3102.41,0.0,348,275,73,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
8975,CXC_008975,S,AHORRO,73589007280,333,CARGO FISCAL IVA A,2025-05-18,2025-07-06,2025-10-24,6655.31,6655.31,0.0,159,110,49,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
8976,CXC_008976,S,AHORRO,50215918247,834,CARGO FISCAL TRANSACCIONAL,2025-05-14,2025-07-04,2025-10-24,1789.15,1789.15,0.0,163,112,51,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
8977,CXC_008977,S,AHORRO,38289162324,87,CARGO FISCAL IVA COMISION B,2025-02-19,2025-07-01,2025-10-24,821.7,821.7,0.0,247,115,132,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
8978,CXC_008978,S,AHORRO,69028408985,2274,CARGO FISCAL IVA CANAL VIRTUAL,2024-12-19,2025-02-25,2025-10-24,862.27,862.27,0.0,309,241,68,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
8979,CXC_008979,S,AHORRO,60773906905,2285,APERTURA INVERSION VIRTUAL,2025-01-27,2025-09-12,2025-10-24,1984.87,1984.87,0.0,270,42,228,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
8980,CXC_008980,S,AHORRO,34689399752,1517,COBRO SERVICIO TRANSPORTE,2025-03-18,2025-04-18,2025-10-24,7264.92,4862.81,2402.11,220,189,31,0.669355,0.330645,pago_parcial,0,1,0,1,0,181_360_dias
8981,CXC_008981,S,AHORRO,50770802235,834,CARGO FISCAL TRANSACCIONAL,2024-12-06,2025-04-25,2025-10-24,7528.68,7528.68,0.0,322,182,140,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
8982,CXC_008982,S,AHORRO,29735243639,1517,COBRO SERVICIO TRANSPORTE,2025-02-21,2025-06-27,2025-10-24,2253.18,2253.18,0.0,245,119,126,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
8983,CXC_008983,S,AHORRO,79015578681,1517,COBRO SERVICIO TRANSPORTE,2025-02-25,2025-07-26,2025-10-24,2046.94,2046.94,0.0,241,90,151,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
8984,CXC_008984,S,AHORRO,34740006363,834,CARGO FISCAL TRANSACCIONAL,2025-06-03,2025-08-08,2025-10-24,653.21,437.23,215.98,143,77,66,0.669356,0.330644,pago_parcial,0,1,0,1,0,91_180_dias
8985,CXC_008985,S,AHORRO,12970979980,834,CARGO FISCAL TRANSACCIONAL,2025-02-15,2025-09-12,2025-10-24,9258.73,9258.73,0.0,251,42,209,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
8986,CXC_008986,S,AHORRO,73061070884,834,CARGO FISCAL TRANSACCIONAL,2025-07-09,2025-10-16,2025-10-24,6161.41,6161.41,0.0,107,8,99,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
8987,CXC_008987,S,AHORRO,44408478571,1517,COBRO SERVICIO TRANSPORTE,2025-04-24,2025-06-17,2025-10-24,594.88,594.88,0.0,183,129,54,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
8988,CXC_008988,D,CORRIENTE,29335940537,497,PAGO SERVICIO ELECTRONICO,2025-04-22,2025-10-18,2025-10-24,2327.84,2327.84,0.0,185,6,179,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
8989,CXC_008989,S,AHORRO,47096744736,834,CARGO FISCAL TRANSACCIONAL,2025-01-19,2025-07-26,2025-10-24,1915.04,1915.04,0.0,278,90,188,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
8990,CXC_008990,S,AHORRO,50487240483,834,CARGO FISCAL TRANSACCIONAL,2024-11-09,2025-02-06,2025-10-24,6238.04,6238.04,0.0,349,260,89,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
8991,CXC_008991,S,AHORRO,26496973560,834,CARGO FISCAL TRANSACCIONAL,2025-06-22,2025-08-24,2025-10-24,3408.45,3408.45,0.0,124,61,63,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
8992,CXC_008992,S,AHORRO,81071550366,834,CARGO FISCAL TRANSACCIONAL,2025-07-20,2025-09-15,2025-10-24,2418.78,1619.02,799.76,96,39,57,0.669354,0.330646,pago_parcial,0,1,0,1,0,91_180_dias
8993,CXC_008993,S,AHORRO,62492643890,497,PAGO SERVICIO ELECTRONICO,2024-12-20,2025-01-21,2025-10-24,1970.03,1970.03,0.0,308,276,32,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
8994,CXC_008994,S,AHORRO,58165812458,2010,TRANSFERENCIA BANCA MOVIL,2025-05-16,2025-06-28,2025-10-24,1360.72,1360.72,0.0,161,118,43,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
8995,CXC_008995,S,AHORRO,58475748687,1517,COBRO SERVICIO TRANSPORTE,2025-01-12,2025-06-17,2025-10-24,6051.2,0.0,6051.2,285,129,156,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
8996,CXC_008996,D,CORRIENTE,21707989947,2010,TRANSFERENCIA BANCA MOVIL,2025-07-18,2025-10-09,2025-10-24,960.46,642.89,317.57,98,15,83,0.669356,0.330644,pago_parcial,0,1,0,1,0,91_180_dias
8997,CXC_008997,S,AHORRO,72243604780,834,CARGO FISCAL TRANSACCIONAL,2025-07-22,2025-08-25,2025-10-24,526.21,526.21,0.0,94,60,34,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
8998,CXC_008998,S,AHORRO,99651719126,834,CARGO FISCAL TRANSACCIONAL,2025-04-16,2025-05-26,2025-10-24,1415.68,1415.68,0.0,191,151,40,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
8999,CXC_008999,S,AHORRO,65668137263,2106,COMISION TRANSFERENCIA EXTERNA B,2024-11-19,2025-02-23,2025-10-24,39697.83,39697.83,0.0,339,243,96,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9000,CXC_009000,S,AHORRO,96084401973,2107,CARGO FISCAL IVA TRASLADO,2025-05-31,2025-06-10,2025-10-24,6014.15,6014.15,0.0,146,136,10,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9001,CXC_009001,S,AHORRO,34233992193,137,COMISION RETIRO CANAL A,2025-05-25,2025-07-09,2025-10-24,5530.79,3885.96,1644.83,152,107,45,0.702605,0.297395,pago_parcial,0,1,0,1,0,91_180_dias
9002,CXC_009002,S,AHORRO,20366315404,834,CARGO FISCAL TRANSACCIONAL,2025-04-15,2025-07-25,2025-10-24,625.77,0.0,625.77,192,91,101,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
9003,CXC_009003,S,AHORRO,18042294667,1726,TRANSFERENCIA CANAL QR,2025-01-24,2025-07-15,2025-10-24,575.63,575.63,0.0,273,101,172,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9004,CXC_009004,S,AHORRO,64650299323,834,CARGO FISCAL TRANSACCIONAL,2025-01-13,2025-07-03,2025-10-24,688.57,460.9,227.67,284,113,171,0.669358,0.330642,pago_parcial,0,1,0,1,0,181_360_dias
9005,CXC_009005,S,AHORRO,33720100334,1517,COBRO SERVICIO TRANSPORTE,2025-03-17,2025-05-03,2025-10-24,1318.28,1318.28,0.0,221,174,47,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9006,CXC_009006,S,AHORRO,85955438449,834,CARGO FISCAL TRANSACCIONAL,2025-03-27,2025-05-09,2025-10-24,1937.38,1937.38,0.0,211,168,43,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9007,CXC_009007,S,AHORRO,19854475200,1157,COMISION CONSULTA SALDO,2025-05-15,2025-09-02,2025-10-24,160.2,107.23,52.97,162,52,110,0.669351,0.330649,pago_parcial,0,1,0,1,0,91_180_dias
9008,CXC_009008,S,AHORRO,22128974186,834,CARGO FISCAL TRANSACCIONAL,2025-06-12,2025-10-01,2025-10-24,2615.46,2615.46,0.0,134,23,111,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9009,CXC_009009,S,AHORRO,11433178803,176,COMISION RETIRO CORRESPONSAL B,2025-07-20,2025-10-17,2025-10-24,5130.24,0.0,5130.24,96,7,89,0.0,1.0,sin_pago,0,0,1,1,1,91_180_dias
9010,CXC_009010,S,AHORRO,48227632139,1517,COBRO SERVICIO TRANSPORTE,2025-06-01,2025-10-17,2025-10-24,1907.0,1907.0,0.0,145,7,138,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9011,CXC_009011,S,AHORRO,38729259112,176,COMISION RETIRO CORRESPONSAL B,2024-12-07,2025-09-10,2025-10-24,13652.98,13652.98,0.0,321,44,277,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9012,CXC_009012,S,AHORRO,72981754643,2106,COMISION TRANSFERENCIA EXTERNA B,2025-05-11,2025-08-20,2025-10-24,592.78,592.78,0.0,166,65,101,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9013,CXC_009013,S,AHORRO,12844959102,2106,COMISION TRANSFERENCIA EXTERNA B,2025-02-22,2025-03-20,2025-10-24,1785.9,1785.9,0.0,244,218,26,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9014,CXC_009014,S,AHORRO,84054830022,2106,COMISION TRANSFERENCIA EXTERNA B,2025-05-13,2025-07-23,2025-10-24,12625.5,12625.5,0.0,164,93,71,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9015,CXC_009015,S,AHORRO,99702646715,70,TRANSFERENCIA BILLETERA DIGITAL,2025-05-05,2025-10-20,2025-10-24,2066.61,2066.61,0.0,172,4,168,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9016,CXC_009016,S,AHORRO,61448770425,2106,COMISION TRANSFERENCIA EXTERNA B,2025-05-04,2025-09-10,2025-10-24,16809.45,16809.45,0.0,173,44,129,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9017,CXC_009017,S,AHORRO,91261122326,798,PAGO SEGURO FINANCIERO,2025-06-17,2025-10-01,2025-10-24,2349.39,2349.39,0.0,129,23,106,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9018,CXC_009018,D,CORRIENTE,16136237208,87,CARGO FISCAL IVA COMISION B,2024-11-08,2025-07-02,2025-10-24,8748.03,8748.03,0.0,350,114,236,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9019,CXC_009019,S,AHORRO,74171185135,1517,COBRO SERVICIO TRANSPORTE,2025-04-28,2025-09-17,2025-10-24,13798.04,9235.78,4562.26,179,37,142,0.669354,0.330646,pago_parcial,0,1,0,1,0,91_180_dias
9020,CXC_009020,S,AHORRO,92728655113,1517,COBRO SERVICIO TRANSPORTE,2025-05-26,2025-08-23,2025-10-24,724.25,724.25,0.0,151,62,89,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9021,CXC_009021,S,AHORRO,21313151242,2106,COMISION TRANSFERENCIA EXTERNA B,2025-02-09,2025-07-03,2025-10-24,1010.89,1010.89,0.0,257,113,144,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9022,CXC_009022,S,AHORRO,80441215192,497,PAGO SERVICIO ELECTRONICO,2025-06-09,2025-06-29,2025-10-24,4221.17,4221.17,0.0,137,117,20,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9023,CXC_009023,S,AHORRO,24847600239,1517,COBRO SERVICIO TRANSPORTE,2025-02-04,2025-07-02,2025-10-24,3895.72,3895.72,0.0,262,114,148,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9024,CXC_009024,S,AHORRO,84665082165,1833,CARGO FISCAL IVA B,2024-12-19,2025-05-01,2025-10-24,333.69,333.69,0.0,309,176,133,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9025,CXC_009025,S,AHORRO,76742424550,834,CARGO FISCAL TRANSACCIONAL,2025-05-25,2025-05-27,2025-10-24,2917.95,2917.95,0.0,152,150,2,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9026,CXC_009026,S,AHORRO,64291502533,627,TRANSFERENCIA BILLETERA A,2025-03-28,2025-10-07,2025-10-24,972.1,972.1,0.0,210,17,193,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9027,CXC_009027,S,AHORRO,35504930795,2106,COMISION TRANSFERENCIA EXTERNA B,2025-03-24,2025-04-13,2025-10-24,4556.1,0.0,4556.1,214,194,20,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
9028,CXC_009028,S,AHORRO,52223933829,1517,COBRO SERVICIO TRANSPORTE,2024-12-13,2025-07-25,2025-10-24,4530.68,4530.68,0.0,315,91,224,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9029,CXC_009029,S,AHORRO,14031925170,834,CARGO FISCAL TRANSACCIONAL,2025-03-23,2025-06-24,2025-10-24,1571.05,1571.05,0.0,215,122,93,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9030,CXC_009030,S,AHORRO,75360386010,834,CARGO FISCAL TRANSACCIONAL,2025-06-21,2025-08-03,2025-10-24,351.82,351.82,0.0,125,82,43,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9031,CXC_009031,S,AHORRO,52792982368,834,CARGO FISCAL TRANSACCIONAL,2025-06-25,2025-06-29,2025-10-24,5146.56,5146.56,0.0,121,117,4,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9032,CXC_009032,S,AHORRO,27059026864,137,COMISION RETIRO CANAL A,2025-03-26,2025-05-16,2025-10-24,910.94,910.94,0.0,212,161,51,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9033,CXC_009033,S,AHORRO,43052963068,176,COMISION RETIRO CORRESPONSAL B,2025-01-06,2025-04-05,2025-10-24,27514.09,27514.09,0.0,291,202,89,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9034,CXC_009034,S,AHORRO,46849451870,349,ABONO CREDITO MORA,2025-06-28,2025-09-07,2025-10-24,3440.6,3440.6,0.0,118,47,71,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9035,CXC_009035,S,AHORRO,99795429791,834,CARGO FISCAL TRANSACCIONAL,2024-11-05,2025-05-16,2025-10-24,14573.1,14573.1,0.0,353,161,192,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9036,CXC_009036,S,AHORRO,26097751232,834,CARGO FISCAL TRANSACCIONAL,2025-02-05,2025-04-18,2025-10-24,1272.73,1272.73,0.0,261,189,72,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9037,CXC_009037,S,AHORRO,33952091735,2106,COMISION TRANSFERENCIA EXTERNA B,2025-05-12,2025-09-29,2025-10-24,2340.69,2340.69,0.0,165,25,140,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9038,CXC_009038,S,AHORRO,68122370165,834,CARGO FISCAL TRANSACCIONAL,2024-11-21,2025-04-07,2025-10-24,15242.56,15242.56,0.0,337,200,137,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9039,CXC_009039,S,AHORRO,77553835953,834,CARGO FISCAL TRANSACCIONAL,2025-01-13,2025-09-08,2025-10-24,1670.05,1670.05,0.0,284,46,238,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9040,CXC_009040,S,AHORRO,69598808505,497,PAGO SERVICIO ELECTRONICO,2025-02-25,2025-05-20,2025-10-24,36878.64,0.0,36878.64,241,157,84,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
9041,CXC_009041,S,AHORRO,52484589681,574,COMISION RETIRO INTERNACIONAL,2025-04-25,2025-07-03,2025-10-24,1032.33,691.0,341.33,182,113,69,0.66936,0.33064,pago_parcial,0,1,0,1,0,181_360_dias
9042,CXC_009042,S,AHORRO,22261789199,2106,COMISION TRANSFERENCIA EXTERNA B,2024-10-26,2025-06-26,2025-10-24,13516.17,0.0,13516.17,363,120,243,0.0,1.0,sin_pago,0,0,1,1,1,361_mas_dias
9043,CXC_009043,S,AHORRO,10690574584,1517,COBRO SERVICIO TRANSPORTE,2025-03-02,2025-07-07,2025-10-24,3252.29,3252.29,0.0,236,109,127,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9044,CXC_009044,S,AHORRO,14930621476,2287,RETIRO CANAL B,2024-11-05,2025-09-10,2025-10-24,9160.25,9160.25,0.0,353,44,309,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9045,CXC_009045,S,AHORRO,96236235704,627,TRANSFERENCIA BILLETERA A,2025-06-15,2025-10-01,2025-10-24,423.56,423.56,0.0,131,23,108,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9046,CXC_009046,S,AHORRO,13819893242,2106,COMISION TRANSFERENCIA EXTERNA B,2025-02-27,2025-08-06,2025-10-24,3908.96,3908.96,0.0,239,79,160,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9047,CXC_009047,S,AHORRO,29593813545,834,CARGO FISCAL TRANSACCIONAL,2025-03-29,2025-05-06,2025-10-24,3625.7,3625.7,0.0,209,171,38,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9048,CXC_009048,S,AHORRO,42662685693,1157,COMISION CONSULTA SALDO,2024-12-06,2025-05-22,2025-10-24,491.64,491.64,0.0,322,155,167,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9049,CXC_009049,S,AHORRO,36702095625,87,CARGO FISCAL IVA COMISION B,2024-12-15,2025-01-05,2025-10-24,1369.05,1369.05,0.0,313,292,21,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9050,CXC_009050,S,AHORRO,15862994457,627,TRANSFERENCIA BILLETERA A,2024-10-24,2025-09-14,2025-10-24,6324.94,6324.94,0.0,365,40,325,1.0,0.0,pagada_total,1,0,0,1,0,361_mas_dias
9051,CXC_009051,S,AHORRO,89991571866,2107,CARGO FISCAL IVA TRASLADO,2024-12-16,2025-07-25,2025-10-24,4792.15,4792.15,0.0,312,91,221,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9052,CXC_009052,S,AHORRO,54070684637,301,PAGO TARJETA CREDITO B,2024-10-27,2025-02-18,2025-10-24,29653.19,19848.51,9804.68,362,248,114,0.669355,0.330645,pago_parcial,0,1,0,1,0,361_mas_dias
9053,CXC_009053,S,AHORRO,51619532144,627,TRANSFERENCIA BILLETERA A,2025-05-04,2025-10-19,2025-10-24,1481.4,1481.4,0.0,173,5,168,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9054,CXC_009054,S,AHORRO,52472459682,834,CARGO FISCAL TRANSACCIONAL,2024-11-06,2024-11-21,2025-10-24,200.93,200.93,0.0,352,337,15,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9055,CXC_009055,S,AHORRO,79896907551,176,COMISION RETIRO CORRESPONSAL B,2025-07-08,2025-10-13,2025-10-24,1122.91,751.63,371.28,108,11,97,0.669359,0.330641,pago_parcial,0,1,0,1,0,91_180_dias
9056,CXC_009056,S,AHORRO,19329231404,1049,TRASLADO INTERBANCOS VIRTUAL,2024-11-04,2025-04-30,2025-10-24,1489.57,1489.57,0.0,354,177,177,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9057,CXC_009057,S,AHORRO,72554706891,834,CARGO FISCAL TRANSACCIONAL,2025-07-19,2025-07-30,2025-10-24,13133.93,13133.93,0.0,97,86,11,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9058,CXC_009058,S,AHORRO,48976901807,1705,TRANSFERENCIA BOTON DIGITAL,2025-07-17,2025-08-08,2025-10-24,30727.29,30727.29,0.0,99,77,22,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9059,CXC_009059,S,AHORRO,29599525291,137,COMISION RETIRO CANAL A,2025-01-16,2025-10-05,2025-10-24,6300.03,4216.96,2083.07,281,19,262,0.669356,0.330644,pago_parcial,0,1,0,1,0,181_360_dias
9060,CXC_009060,S,AHORRO,65680958485,1705,TRANSFERENCIA BOTON DIGITAL,2025-02-10,2025-05-16,2025-10-24,14768.39,14768.39,0.0,256,161,95,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9061,CXC_009061,S,AHORRO,53359148966,834,CARGO FISCAL TRANSACCIONAL,2025-05-26,2025-07-31,2025-10-24,10898.58,7295.02,3603.56,151,85,66,0.669355,0.330645,pago_parcial,0,1,0,1,0,91_180_dias
9062,CXC_009062,S,AHORRO,41580954947,1157,COMISION CONSULTA SALDO,2025-03-10,2025-05-13,2025-10-24,519.64,519.64,0.0,228,164,64,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9063,CXC_009063,S,AHORRO,91027085913,176,COMISION RETIRO CORRESPONSAL B,2024-12-25,2025-05-24,2025-10-24,4483.16,4483.16,0.0,303,153,150,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9064,CXC_009064,S,AHORRO,68665823454,2106,COMISION TRANSFERENCIA EXTERNA B,2025-06-26,2025-08-06,2025-10-24,303.47,303.47,0.0,120,79,41,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9065,CXC_009065,S,AHORRO,56129235577,87,CARGO FISCAL IVA COMISION B,2025-04-09,2025-09-21,2025-10-24,11589.97,11589.97,0.0,198,33,165,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9066,CXC_009066,S,AHORRO,95788829108,137,COMISION RETIRO CANAL A,2025-06-22,2025-08-08,2025-10-24,780.26,780.26,0.0,124,77,47,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9067,CXC_009067,S,AHORRO,69970122168,795,PAGO AUTOMATICO TARJETA B,2024-11-26,2024-12-21,2025-10-24,496.01,496.01,0.0,332,307,25,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9068,CXC_009068,S,AHORRO,11267614359,1517,COBRO SERVICIO TRANSPORTE,2025-01-13,2025-02-09,2025-10-24,240.92,240.92,0.0,284,257,27,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9069,CXC_009069,S,AHORRO,67275623314,834,CARGO FISCAL TRANSACCIONAL,2024-11-27,2025-05-01,2025-10-24,12337.66,12337.66,0.0,331,176,155,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9070,CXC_009070,S,AHORRO,59353749304,333,CARGO FISCAL IVA A,2025-03-16,2025-08-02,2025-10-24,545.2,0.0,545.2,222,83,139,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
9071,CXC_009071,S,AHORRO,53405307950,1517,COBRO SERVICIO TRANSPORTE,2025-03-17,2025-05-07,2025-10-24,2321.11,2321.11,0.0,221,170,51,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9072,CXC_009072,S,AHORRO,56015051765,1288,COMPRA ESTABLECIMIENTO A,2025-04-22,2025-08-29,2025-10-24,7141.52,7141.52,0.0,185,56,129,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9073,CXC_009073,S,AHORRO,93633232549,1517,COBRO SERVICIO TRANSPORTE,2025-07-17,2025-08-10,2025-10-24,6877.56,6877.56,0.0,99,75,24,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9074,CXC_009074,S,AHORRO,37771171749,176,COMISION RETIRO CORRESPONSAL B,2024-12-13,2025-10-02,2025-10-24,3702.34,3702.34,0.0,315,22,293,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9075,CXC_009075,S,AHORRO,62065002101,834,CARGO FISCAL TRANSACCIONAL,2025-06-17,2025-08-14,2025-10-24,2850.76,1908.17,942.59,129,71,58,0.669355,0.330645,pago_parcial,0,1,0,1,0,91_180_dias
9076,CXC_009076,S,AHORRO,13691381368,627,TRANSFERENCIA BILLETERA A,2025-05-09,2025-05-12,2025-10-24,2146.57,1436.82,709.75,168,165,3,0.669356,0.330644,pago_parcial,0,1,0,1,0,91_180_dias
9077,CXC_009077,S,AHORRO,60268401307,1517,COBRO SERVICIO TRANSPORTE,2024-12-19,2025-04-29,2025-10-24,576.61,576.61,0.0,309,178,131,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9078,CXC_009078,S,AHORRO,22623631007,462,DEBITO TRANSACCION RECHAZADA,2025-04-16,2025-09-11,2025-10-24,2451.78,2451.78,0.0,191,43,148,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9079,CXC_009079,S,AHORRO,50919144149,627,TRANSFERENCIA BILLETERA A,2025-01-04,2025-07-02,2025-10-24,18802.9,18802.9,0.0,293,114,179,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9080,CXC_009080,S,AHORRO,84868521385,1517,COBRO SERVICIO TRANSPORTE,2025-01-16,2025-06-27,2025-10-24,2404.54,2404.54,0.0,281,119,162,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9081,CXC_009081,S,AHORRO,17100367719,834,CARGO FISCAL TRANSACCIONAL,2025-01-05,2025-01-30,2025-10-24,9255.02,9255.02,0.0,292,267,25,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9082,CXC_009082,S,AHORRO,13850290240,2133,RETIRO CIERRE CUENTA A,2025-03-23,2025-09-20,2025-10-24,2067.1,2067.1,0.0,215,34,181,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9083,CXC_009083,S,AHORRO,10601583388,1517,COBRO SERVICIO TRANSPORTE,2025-01-16,2025-02-17,2025-10-24,13142.72,13142.72,0.0,281,249,32,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9084,CXC_009084,S,AHORRO,23360373661,2107,CARGO FISCAL IVA TRASLADO,2025-04-13,2025-07-06,2025-10-24,829.82,829.82,0.0,194,110,84,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9085,CXC_009085,S,AHORRO,53199725539,834,CARGO FISCAL TRANSACCIONAL,2025-06-05,2025-09-09,2025-10-24,3863.3,3863.3,0.0,141,45,96,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9086,CXC_009086,S,AHORRO,99292965831,2107,CARGO FISCAL IVA TRASLADO,2025-04-04,2025-09-27,2025-10-24,12332.83,12332.83,0.0,203,27,176,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9087,CXC_009087,S,AHORRO,61431694943,834,CARGO FISCAL TRANSACCIONAL,2025-05-22,2025-10-23,2025-10-24,7456.36,7456.36,0.0,155,1,154,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9088,CXC_009088,S,AHORRO,72079085915,834,CARGO FISCAL TRANSACCIONAL,2025-06-02,2025-08-24,2025-10-24,7491.01,7491.01,0.0,144,61,83,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
9089,CXC_009089,S,AHORRO,46097019292,834,CARGO FISCAL TRANSACCIONAL,2025-02-16,2025-09-17,2025-10-24,3003.37,3003.37,0.0,250,37,213,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
9090,CXC_009090,S,AHORRO,33286059120,333,CARGO FISCAL IVA A,2024-10-27,2025-07-28,2025-10-24,2791.53,2791.53,0.0,362,88,274,1.0,0.0,pagada_total,1,0,0,1,0,361_mas_dias
9091,CXC_009091,S,AHORRO,59616951512,1517,COBRO SERVICIO TRANSPORTE,2025-05-09,2025-10-17,2025-10-24,2121.28,2121.28,0.0,168,7,161,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
